/* DATA DESCRIPTION:
Citation:	Perez, José Angel Alvarez; Sant'Ana, Rodrigo (2022): Catch composition time series (2000-2019) for demersal species in the Brazilian Meridional Margin. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946292 (dataset in review), 
	In: Perez, JAA; Sant'Ana, R (2022): Time series of catch composition, mean catch temperature and thermal preference of demersal species in the Brazilian Meridional Margin (2000-2019). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946402 (dataset in review)
Abstract:	This dataset contains information on catches reported in the harbours of Santa Catarina state, southern Brazil, between the years 2000 and 2019. Historically, these harbours have concentrated a significant part of the demersal fishing fleet that operates widely on the Brazilian Meridional Margin (BMM), from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths. Landed catches were monitored by a research team based on the University of 'Vale do Itajaí' (UNIVALI) along a sequence of scientific projects and contracts developed to meet governmental demands for oceanic and deep fisheries development and management, and in support of the licensing processes of the offshore oil and gas exploration activities.
	This catch composition time series shows an annual compilation of total catches discriminated by species caught by trawlers (single trawlers, pair or twin trawlers and double trawlers) and gill net industrial fisheries. These species represent altogether over 81% of total reported catch in the period. The remainder amount of landings was reported as groups of species (e.g. sharks) or categories indiscriminated by species and were excluded from the database.
Keyword(s):	Catch composition; climate change; SW Atlantic
Project(s):	Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (iAtlantic) (URI: http://www.iatlantic.eu/)
Funding:	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 818123: Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (URI: https://cordis.europa.eu/projects/818123)
Coverage:	MEDIAN LATITUDE: -27.500000 * MEDIAN LONGITUDE: -47.208300 * SOUTH-BOUND LATITUDE: -34.000000 * WEST-BOUND LONGITUDE: -53.583300 * NORTH-BOUND LATITUDE: -21.000000 * EAST-BOUND LONGITUDE: -40.833300
	DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-01-01T00:00:00
	MINIMUM ELEVATION: -500.0 m * MAXIMUM ELEVATION: 0.0 m
Event(s):	Brazilian_Demersal_Fisheries_Time_Series * LATITUDE START: -21.000000 * LONGITUDE START: -40.833300 * LATITUDE END: -34.000000 * LONGITUDE END: -53.583300 * DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-12-31T00:00:00 * ELEVATION START: 0.0 m * ELEVATION END: -500.0 m * LOCATION: Southwest Atlantic * METHOD/DEVICE: Fishing port survey * COMMENT: The sampling (fishing) area is defined by the Brazilian Meridional Margin, from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths.
Comment:	Catch composition time series that shows an annual compilation of total catches discriminated by species caught by demersal fisheries in the Brazilian Meridional Margin.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Year when catch was landed in Santa Catarina harbours
	Species (Species) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Scientific name for species of the respective landing
	Total catch [kg] (Catch tot) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Annual total catch of reported species at the landing points
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	3120 data points
*/
Date/Time	Species	Catch tot [kg]
2015	Pomatomus saltatrix	65258.17
2015	Porichthys porosissimus	33968.92
2015	Priacanthus arenatus	31392.37
2015	Sarda sarda	0.00
2015	Scomberomorus brasiliensis	1930.66
2015	Scyllarides deceptor	15253.33
2015	Seriola dumerili	3865.78
2015	Seriola lalandi	2624.40
2015	Thyrsitops lepidopoides	0.00
2015	Trachinotus carolinus	14310.86
2015	Trachinotus marginatus	0.00
2015	Trichiurus lepturus	75302.64
2015	Umbrina canosai	4075716.70
2015	Urophycis mystacea	1889375.78
2015	Xiphopenaeus kroyeri	367527.18
2015	Zenopsis conchifer	63101.02
2016	Archosargus probatocephalus	0.00
2016	Artemesia longinaris	2708683.33
2016	Astroscopus sexspinosus	11923.40
2016	Aulostomus maculatus	283.75
2016	Bagre marinus	0.00
2016	Balistes capriscus	122175.27
2016	Beryx splendens	4146.49
2016	Caranx crysos	0.00
2016	Caranx latus	480.00
2016	Carcharhinus plumbeus	0.00
2016	Carcharias taurus	27304.86
2016	Caulolatilus chrysops	2740.02
2016	Chaetodipterus faber	987.69
2016	Conger orbignianus	5234.00
2016	Conodon nobilis	12143.12
2016	Cynoscion acoupa	391077.21
2016	Cynoscion guatucupa	3184058.41
2016	Cynoscion jamaicensis	327285.96
2016	Cynoscion leiarchus	10331.59
2016	Cynoscion microlepidotus	7164.75
2016	Cynoscion virescens	5568.69
2016	Doryteuthis pleii	39890.76
2016	Doryteuthis sanpaulensis	5047.24
2016	Elops saurus	67.24
2016	Epinephelus itajara	0.00
2016	Epinephelus marginatus	0.00
2016	Euvola ziczac	0.00
2016	Galeorhinus galeus	0.00
2016	Genypterus brasiliensis	134913.36
2016	Haemulon aurolineatum	34712.39
2016	Helicolenus lahillei	6313.52
2016	Hyporthodus flavolimbatus	0.00
2016	Hyporthodus niveatus	5033.72
2016	Illex argentinus	483179.85
2016	Larimus breviceps	90.00
2016	Lophius gastrophysus	319052.40
2016	Lopholatilus villarii	8627.83
2016	Lutjanus griseus	0.00
2016	Macrodon atricauda	324567.39
2016	Macruronus magellanicus	0.00
2016	Merluccius hubbsi	368789.53
2016	Metanephrops rubellus	63090.33
2016	Micropogonias furnieri	11367399.55
2016	Mugil liza	350.94
2016	Mullus argentinae	31059.33
2016	Nemadactylus bergi	22142.91
2016	Octopus americanus	30330.96
2016	Oligoplites saurus	51759.78
2016	Pagrus pagrus	7622.10
2016	Paralichthys orbignyanus	13275.35
2016	Paralichthys patagonicus	703173.14
2016	Paralonchurus brasiliensis	12640.67
2016	Parona signata	460.00
2016	Penaeus brasiliensis	399545.25
2016	Penaeus paulensis	348796.08
2016	Penaeus schmitti	11765.67
2016	Peprilus paru	145067.70
2016	Percophis brasiliensis	190190.53
2016	Pleoticus muelleri	1101892.00
2016	Pogonias cromis	0.00
2016	Polymixia lowei	36466.75
2016	Polyprion americanus	936.18
2016	Pomatomus saltatrix	94449.39
2016	Porichthys porosissimus	27868.33
2016	Priacanthus arenatus	18236.58
2016	Sarda sarda	0.00
2016	Scomberomorus brasiliensis	2029.59
2016	Scyllarides deceptor	16834.70
2016	Seriola dumerili	6289.59
2016	Seriola lalandi	797.05
2016	Thyrsitops lepidopoides	0.00
2016	Trachinotus carolinus	9663.98
2016	Trachinotus marginatus	0.00
2016	Trichiurus lepturus	104818.82
2016	Umbrina canosai	4566173.73
2016	Urophycis mystacea	1078613.96
2016	Xiphopenaeus kroyeri	315213.00
2016	Zenopsis conchifer	9063.24
2017	Archosargus probatocephalus	0.00
2017	Artemesia longinaris	1043702.00
2017	Astroscopus sexspinosus	10759.41
2017	Aulostomus maculatus	0.00
2017	Bagre marinus	0.00
2017	Balistes capriscus	223363.00
2017	Beryx splendens	0.00
2017	Caranx crysos	0.00
2017	Caranx latus	2040.00
2017	Carcharhinus plumbeus	0.00
2017	Carcharias taurus	0.00
2017	Caulolatilus chrysops	0.00
2017	Chaetodipterus faber	1964.00
2017	Conger orbignianus	1162.00
2017	Conodon nobilis	1322.00
2017	Cynoscion acoupa	436455.31
2017	Cynoscion guatucupa	1498806.88
2017	Cynoscion jamaicensis	397681.07
2017	Cynoscion leiarchus	3780.43
2017	Cynoscion microlepidotus	791.00
2017	Cynoscion virescens	2747.00
2017	Doryteuthis pleii	48130.10
2017	Doryteuthis sanpaulensis	32543.90
2017	Elops saurus	0.00
2017	Epinephelus itajara	0.00
2017	Epinephelus marginatus	0.00
2017	Euvola ziczac	40.00
2017	Galeorhinus galeus	0.00
2017	Genypterus brasiliensis	115105.06
2017	Haemulon aurolineatum	23930.00
2017	Helicolenus lahillei	10300.26
2017	Hyporthodus flavolimbatus	0.00
2017	Hyporthodus niveatus	0.00
2017	Illex argentinus	0.00
2017	Larimus breviceps	39.00
2017	Lophius gastrophysus	269092.68
2017	Lopholatilus villarii	1679.00
2017	Lutjanus griseus	0.00
2017	Macrodon atricauda	90350.00
2017	Macruronus magellanicus	0.00
2017	Merluccius hubbsi	277958.13
2017	Metanephrops rubellus	14919.00
2017	Micropogonias furnieri	11351068.54
2017	Mugil liza	0.00
2017	Mullus argentinae	42810.00
2017	Nemadactylus bergi	1920.00
2017	Octopus americanus	11975.00
2017	Oligoplites saurus	22011.52
2017	Pagrus pagrus	1352.00
2017	Paralichthys orbignyanus	4678.10
2017	Paralichthys patagonicus	436558.97
2017	Paralonchurus brasiliensis	685.00
2017	Parona signata	0.00
2017	Penaeus brasiliensis	472397.23
2017	Penaeus paulensis	385529.77
2017	Penaeus schmitti	9445.00
2017	Peprilus paru	225914.87
2017	Percophis brasiliensis	63507.80
2017	Pleoticus muelleri	391282.00
2017	Pogonias cromis	40.00
2017	Polymixia lowei	0.00
2017	Polyprion americanus	80.03
2017	Pomatomus saltatrix	21436.08
2017	Porichthys porosissimus	10847.00
2017	Priacanthus arenatus	52893.04
2017	Sarda sarda	0.00
2017	Scomberomorus brasiliensis	53.00
2017	Scyllarides deceptor	15207.00
2017	Seriola dumerili	1600.00
2017	Seriola lalandi	0.00
2017	Thyrsitops lepidopoides	0.00
2017	Trachinotus carolinus	9811.89
2017	Trachinotus marginatus	0.00
2017	Trichiurus lepturus	51873.45
2017	Umbrina canosai	2956066.59
2017	Urophycis mystacea	1365664.25
2017	Xiphopenaeus kroyeri	313444.00
2017	Zenopsis conchifer	2000.00
2018	Archosargus probatocephalus	0.00
2018	Artemesia longinaris	211609.28
2018	Astroscopus sexspinosus	7275.23
2018	Aulostomus maculatus	0.00
2018	Bagre marinus	0.00
2018	Balistes capriscus	920743.65
2018	Beryx splendens	0.00
2018	Caranx crysos	40.00
2018	Caranx latus	300.00
2018	Carcharhinus plumbeus	0.00
2018	Carcharias taurus	0.00
2018	Caulolatilus chrysops	0.00
2018	Chaetodipterus faber	198.00
2018	Conger orbignianus	2421.02
2018	Conodon nobilis	12288.00
2018	Cynoscion acoupa	470216.97
2018	Cynoscion guatucupa	1250029.62
2018	Cynoscion jamaicensis	449076.98
2018	Cynoscion leiarchus	17010.70
2018	Cynoscion microlepidotus	2000.00
2018	Cynoscion virescens	1188.00
2018	Doryteuthis pleii	57947.87
2018	Doryteuthis sanpaulensis	11283.87
2018	Elops saurus	0.00
2018	Epinephelus itajara	0.00
2018	Epinephelus marginatus	0.00
2018	Euvola ziczac	0.00
2018	Galeorhinus galeus	0.00
2018	Genypterus brasiliensis	88628.66
2018	Haemulon aurolineatum	31654.04
2018	Helicolenus lahillei	2140.08
2018	Hyporthodus flavolimbatus	0.00
2018	Hyporthodus niveatus	0.00
2018	Illex argentinus	500.02
2018	Larimus breviceps	0.00
2018	Lophius gastrophysus	362165.78
2018	Lopholatilus villarii	11404.24
2018	Lutjanus griseus	3500.00
2018	Macrodon atricauda	95420.15
2018	Macruronus magellanicus	0.00
2018	Merluccius hubbsi	358642.91
2018	Metanephrops rubellus	91956.20
2018	Micropogonias furnieri	11257952.90
2018	Mugil liza	0.00
2018	Mullus argentinae	69031.57
2018	Nemadactylus bergi	280.00
2018	Octopus americanus	9691.37
2018	Oligoplites saurus	15995.15
2018	Pagrus pagrus	462.15
2018	Paralichthys orbignyanus	3033.87
2018	Paralichthys patagonicus	284744.78
2018	Paralonchurus brasiliensis	1434.01
2018	Parona signata	500.02
2018	Penaeus brasiliensis	443455.88
2018	Penaeus paulensis	395856.57
2018	Penaeus schmitti	10038.20
2018	Peprilus paru	209760.38
2018	Percophis brasiliensis	61638.52
2018	Pleoticus muelleri	64559.09
2018	Pogonias cromis	0.00
2018	Polymixia lowei	16520.57
2018	Polyprion americanus	0.00
2018	Pomatomus saltatrix	8286.08
2018	Porichthys porosissimus	4099.10
2018	Priacanthus arenatus	12525.00
2018	Sarda sarda	0.00
2018	Scomberomorus brasiliensis	0.00
2018	Scyllarides deceptor	12526.38
2018	Seriola dumerili	320.00
2018	Seriola lalandi	0.00
2018	Thyrsitops lepidopoides	0.00
2018	Trachinotus carolinus	10338.79
2018	Trachinotus marginatus	0.00
2018	Trichiurus lepturus	66243.03
2018	Umbrina canosai	2316873.08
2018	Urophycis mystacea	997815.04
2018	Xiphopenaeus kroyeri	454889.74
2018	Zenopsis conchifer	9800.04
2019	Archosargus probatocephalus	500.00
2019	Artemesia longinaris	72660.00
2019	Astroscopus sexspinosus	4853.00
2019	Aulostomus maculatus	0.00
2019	Bagre marinus	0.00
2019	Balistes capriscus	476873.00
2019	Beryx splendens	0.00
2019	Caranx crysos	0.00
2019	Caranx latus	0.00
2019	Carcharhinus plumbeus	0.00
2019	Carcharias taurus	0.00
2019	Caulolatilus chrysops	115.00
2019	Chaetodipterus faber	925.00
2019	Conger orbignianus	300.00
2019	Conodon nobilis	24000.00
2019	Cynoscion acoupa	143195.00
2019	Cynoscion guatucupa	627679.00
2019	Cynoscion jamaicensis	689634.00
2019	Cynoscion leiarchus	33700.00
2019	Cynoscion microlepidotus	3000.00
2019	Cynoscion virescens	50.00
2019	Doryteuthis pleii	137033.10
2019	Doryteuthis sanpaulensis	13669.90
2019	Elops saurus	0.00
2019	Epinephelus itajara	0.00
2019	Epinephelus marginatus	0.00
2019	Euvola ziczac	0.00
2019	Galeorhinus galeus	0.00
2019	Genypterus brasiliensis	51228.00
2019	Haemulon aurolineatum	16411.00
2019	Helicolenus lahillei	2500.00
2019	Hyporthodus flavolimbatus	0.00
2019	Hyporthodus niveatus	0.00
2019	Illex argentinus	23300.00
2019	Larimus breviceps	0.00
2019	Lophius gastrophysus	185936.00
2019	Lopholatilus villarii	757.00
2019	Lutjanus griseus	0.00
2019	Macrodon atricauda	34130.00
2019	Macruronus magellanicus	0.00
2019	Merluccius hubbsi	174470.00
2019	Metanephrops rubellus	21262.00
2019	Micropogonias furnieri	7624380.00
2019	Mugil liza	0.00
2019	Mullus argentinae	24422.00
2019	Nemadactylus bergi	1300.00
2019	Octopus americanus	4933.00
2019	Oligoplites saurus	8581.00
2019	Pagrus pagrus	598.00
2019	Paralichthys orbignyanus	3900.00
2019	Paralichthys patagonicus	228829.00
2019	Paralonchurus brasiliensis	3000.00
2019	Parona signata	0.00
2019	Penaeus brasiliensis	251707.92
2019	Penaeus paulensis	203782.08
2019	Penaeus schmitti	2732.00
2019	Peprilus paru	163643.00
2019	Percophis brasiliensis	49771.00
2019	Pleoticus muelleri	62559.00
2019	Pogonias cromis	0.00
2019	Polymixia lowei	0.00
2019	Polyprion americanus	0.00
2019	Pomatomus saltatrix	3352.00
2019	Porichthys porosissimus	4077.00
2019	Priacanthus arenatus	53883.00
2019	Sarda sarda	0.00
2019	Scomberomorus brasiliensis	100.00
2019	Scyllarides deceptor	8465.00
2019	Seriola dumerili	200.00
2019	Seriola lalandi	0.00
2019	Thyrsitops lepidopoides	0.00
2019	Trachinotus carolinus	6960.00
2019	Trachinotus marginatus	0.00
2019	Trichiurus lepturus	40991.00
2019	Umbrina canosai	822751.00
2019	Urophycis mystacea	643850.00
2019	Xiphopenaeus kroyeri	128193.00
2019	Zenopsis conchifer	0.00
